"";"Numer.......................................wpisu";"Imiê.i.nazwisko.lub.nazwa.inwestora";"Data.wpisu";"Adres";"Rodzaj";"opis";"typ";"Data.wniosku";"Nr...............wniosku";"Nr...............decyzji";"Data.decyzji";"Rok.wniosku";"Miesi¹c.wniosku";"data";"Czas.rozpatrzenia";"data_miesiac";"pora_roku";"lon";"lat"
"23661";28;"";"";"Borowska  ";"linie elektroener.i telekom.rozdzielcz.";"budowa linii kablowej";"nowe";"2015-11-18";"38145/15";"41/16";"2016-01-07";2015;11;"2015-11-01";37;"2015_11";"Jesieñ";17,0350367;51,0849971
"23662";29;"";"";"Borowska 213 ";"bud.szpitali i zak³.opieki medycznej";"wygasniêcie decyzji 1974/11";"nowe";"2015-11-26";"39017/15";"42/16";"2016-01-07";2015;11;"2015-11-01";31;"2015_11";"Jesieñ";17,0299037;51,0740717
"23663";30;"";"";"Powstañców Œl¹skich 135 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa czêœci korytarza/wydz.pom.gospodarczego/ 2 i 3 piêtra budynku mieszkalnego wielorodzinnego";"przebudowa";"2015-11-27";"39203/15";"43/16";"2016-01-07";2015;11;"2015-11-01";30;"2015_11";"Jesieñ";17,01295;51,087703
"23664";31;"";"";"Grabiszyñska 277 ";"bud.przemys³owe";"budowa przy³¹cza cieplowniczego";"przy³¹cze";"2015-11-06";"36830/15";"44/16";"2016-01-07";2015;11;"2015-11-01";45;"2015_11";"Jesieñ";16,98037;51,0964699
"23665";32;"";"";"Kazimierza Wielkiego  29 ";"bud.kultu religijnego i czynnoœci religijnych";"umorzenie";"remont";"2015-11-20";"38383/15";"45/16";"2016-01-07";2015;11;"2015-11-01";35;"2015_11";"Jesieñ";17,027837;51,1077018
"23666";33;"";"";"Zielonego Dêbu 7 ";"bud.mieszkalne jednorodzinne";"budowa budynków mieszkalnych jednorodzinnych";"nowe";"2015-08-27";"28359/15";"47/16";"2016-01-07";2015;8;"2015-08-01";96;"2015_08";"Lato";17,083599;51,1059372
"23667";34;"";"";"Jaksonowicka  ";"linie elektroener.i telekom.rozdzielcz.";"budowa linii kablowej nn wraz ze z³¹czem kablowym";"nowe";"2015-11-05";"36777/15";"50/16";"2016-01-07";2015;11;"2015-11-01";46;"2015_11";"Jesieñ";16,9390808;51,1201456
"23668";35;"";"";"Wo³odyjowskiej Basi  ";"linie elektroener.i telekom.rozdzielcz.";"budowa linii kablowej";"nowe";"2015-11-05";"36778/15";"53/16";"2016-01-07";2015;11;"2015-11-01";46;"2015_11";"Jesieñ";17,0385376;51,1078852
"23669";36;"";"";"Staszica Stanis³awa Plac  15 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa mieszkania";"przebudowa";"2015-12-15";"41061/15";"54/16";"2016-01-07";2015;12;"2015-12-01";18;"2015_12";"Zima";17,0332236;51,1237605
"23670";37;"";"";"Norwida Cypriana Kamila 9 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa piwnic,wyk. izolacji pionowej,montaz inst. wodno-kanalizacyjnej,elektr.,gazowej w budynku mieszkalnym";"remont";"2015-09-11";"30189/15";"57/16";"2016-01-07";2015;9;"2015-09-01";85;"2015_09";"Jesieñ";17,0620553;51,1090874
"23671";38;"";"";"Jesionowa  ";"ruroci¹gi wodoci¹g.sieci rozdzielczej";"budowa sieci wodoci¹gowej,sieci kanaliz. sanitarnej oraz deszczowej w rejonie ulic";"nowe";"2015-11-06";"36878/15";"58/16";"2016-01-07";2015;11;"2015-11-01";45;"2015_11";"Jesieñ";17,0504479;51,086689
"23672";39;"";"";"Pr¹dzyñskiego Ignacego Gen.  41 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego w budynku wielorodzinnym";"przebudowa";"2015-11-26";"39028/15";"59/16";"2016-01-07";2015;11;"2015-11-01";31;"2015_11";"Jesieñ";17,0488695;51,0984038
"23673";40;"";"";"Kniaziewicza Karola Gen. 8 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa czêœci wspólnej nieruchomoœci-strychu wraz ze zmian¹ sposobu u¿ytkowania czêœci wspólnej strychu na ³zienkê dla lokalu mieszkalnego";"zmiana spos.u¿ytk.";"2015-11-03";"36383/15";"60/16";"2016-01-07";2015;11;"2015-11-01";48;"2015_11";"Jesieñ";17,0410076;51,1022073
"23674";41;"";"";"Koœciuszki Tadeusza  86 ";"bud.handlowo-uslugowe";"wewnêtrzna instalacja gazu";"inst.wewnêtrzna";"2015-11-09";"37017/15";"65/16";"2016-01-08";2015;11;"2015-11-01";45;"2015_11";"Jesieñ";17,0420854;51,1009052
"23675";42;"";"";"Kasprzaka Marcina 2 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej i grzewczej dla lokalu mieszkalnego w budynku wielorodzinnym";"inst.wewnêtrzna";"2015-11-18";"37998/15";"68/16";"2016-01-08";2015;11;"2015-11-01";38;"2015_11";"Jesieñ";17,0966536;51,1089434
"23676";43;"";"";"Fryzjerska  ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2015-10-30";"35934/15";"69/16";"2016-01-08";2015;10;"2015-10-01";51;"2015_10";"Jesieñ";17,0147444;51,1804744
"23677";44;"";"";"Chociebuska 4 ";"obiekty kulturalne ogólnodostêpne";"przebudowa sali widowiskowej";"przebudowa";"2015-12-29";"42464/15";"71/16";"2016-01-08";2015;12;"2015-12-01";9;"2015_12";"Zima";16,95846;51,1159284
"23678";45;"";"";"Rynek  13 ";"bud.biurowe";"umorzenie jako bezprzedmiotowe";"inst.wewnêtrzna";"2015-12-02";"39746/15";"75/16";"2016-01-08";2015;12;"2015-12-01";28;"2015_12";"Zima";17,0305419;51,1094624
"23679";46;"";"";"Krakowska 71 ";"";"monta¿ urz¹dzen reklamowych na terenie centrum handlu hurtowego selgros";"noœnik reklamowy";"2015-11-04";"36546/15";"78/16";"2016-01-08";2015;11;"2015-11-01";48;"2015_11";"Jesieñ";17,0656475;51,0892617
"23680";47;"";"";"Boiskowa  ";"bud.o trzech i wiêcej mieszkaniach";"umorzenie postêpowania";"nowe";"2015-09-23";"31585/15";"79/16";"2016-01-08";2015;9;"2015-09-01";78;"2015_09";"Jesieñ";17,0877407;51,0479879
"23681";48;"";"";"27 Wo³yñskiej Dywizji Piechoty Armii Krajowej ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa wewnêtrznej instalacji gazu w budynku mieszkalnym";"inst.wewnêtrzna";"2015-12-03";"39856/15";"80/16";"2016-01-08";2015;12;"2015-12-01";27;"2015_12";"Zima";17,0385376;51,1078852
"23682";49;"";"";"Asnyka Adama  14  ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa mieszkania";"przebudowa";"2015-10-08";"33484/15";"81/16";"2016-01-08";2015;10;"2015-10-01";67;"2015_10";"Jesieñ";17,0525801;51,1391651
"23683";50;"";"";"Kozanowska 95 ";"bud.o trzech i wiêcej mieszkaniach";"wewnêtrzna instalacja gazu";"inst.wewnêtrzna";"2015-12-03";"39857/15";"82/16";"2016-01-08";2015;12;"2015-12-01";27;"2015_12";"Zima";16,968155;51,1385992
"23684";51;"";"";"Grota-Roweckiego Stefana Gen. 203 ";"bud.handlowo-uslugowe";"budowa budynku us³ugowego";"nowe";"2015-12-16";"41256/15";"83/16";"2016-01-08";2015;12;"2015-12-01";18;"2015_12";"Zima";17,0300696;51,0481833
"23685";52;"";"";"Curie-Sk³odowskiej Marii  33 ";"bud.o trzech i wiêcej mieszkaniach";"montaz wewnêtrznej instalacji gazu i c.o.w lokalu mieszkalnym";"inst.wewnêtrzna";"2015-11-24";"38668/15";"84/16";"2016-01-08";2015;11;"2015-11-01";34;"2015_11";"Jesieñ";17,0612204;51,1106084
"23686";53;"";"";"Jarno³towska 16B ";"bud.mieszkalne jednorodzinne";"montaz instalacji gazu dla budynku mieszkalnego";"przy³¹cze";"2015-12-03";"39867/15";"85/16";"2016-01-08";2015;12;"2015-12-01";27;"2015_12";"Zima";16,8576169;51,11893
"23687";54;"";"";"Ruska 46A ";"bud.biurowe";"budowa stacji elektrycznej oœwietlenia stref wejœciowych do budynku uzytecznoœci publicznej";"inst.wewnêtrzna";"2015-11-13";"37565/15";"90/16";"2016-01-11";2015;11;"2015-11-01";42;"2015_11";"Jesieñ";17,024469;51,1103699
"23688";55;"";"";"Zegarmistrzowska  ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego wolnostoj¹cego";"nowe";"2015-10-23";"35231/15";"94/16";"2016-01-11";2015;10;"2015-10-01";57;"2015_10";"Jesieñ";17,0203266;51,1709778
"23689";56;"";"";"Sienkiewicza Henryka  28 ";"linie elektroener.i telekom.rozdzielcz.";"budowa linii sredniego napiêcia 20 kv oraz niskiego napiêcia dla zasilnia budynku mieszkalno-us³ugowego";"nowe";"2015-11-13";"37492/15";"99/16";"2016-01-11";2015;11;"2015-11-01";42;"2015_11";"Jesieñ";17,0472932;51,1174987
"23690";57;"";"";"Skwierzyñska  20  ";"bud.o trzech i wiêcej mieszkaniach";"umorzenie postepowania";"inst.wewnêtrzna";"2015-12-01";"39461/15";"103/16";"2016-01-11";2015;12;"2015-12-01";30;"2015_12";"Zima";17,0174649;51,0997429
"23691";58;"";"";"Nowodworska  47 ";"bud.o trzech i wiêcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2015-12-02";"39618/15";"106/16";"2016-01-11";2015;12;"2015-12-01";29;"2015_12";"Zima";16,959978;51,11533
"23692";59;"";"";"Krzemieniecka  ";"ruroci¹gi wodoci¹g.sieci rozdzielczej";"budowa sieci wodociagowej";"nowe";"2015-11-10";"37246/15";"107/16";"2016-01-11";2015;11;"2015-11-01";45;"2015_11";"Jesieñ";16,9596867;51,0961681
"23693";60;"";"";"Powstañców Œl¹skich 2 ";"bud.handlowo-uslugowe";"przebudowa lokalu w centrum handlowym";"przebudowa";"2015-10-29";"35900/15";"108/16";"2016-01-11";2015;10;"2015-10-01";53;"2015_10";"Jesieñ";17,027843;51,099796
"23694";61;"";"";"Bêdziñska 1 ";"bud.niemieszkalne pozosta³e";"budowa budynku gospodarczego";"nowe";"2015-10-07";"33264/15";"113/16";"2016-01-12";2015;10;"2015-10-01";70;"2015_10";"Jesieñ";17,0340819;51,066368
"23695";62;"";"";"Kozanowska  30 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego w budynku wielorodzinnym";"przebudowa";"2015-11-23";"38623/15";"115/16";"2016-01-12";2015;11;"2015-11-01";37;"2015_11";"Jesieñ";16,97859;51,137208
"23696";63;"";"";"Stab³owicka 109B ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego z wbudowanym lokalem us³ugowym w parterze";"nowe";"2015-10-20";"34750/15";"116/16";"2016-01-12";2015;10;"2015-10-01";61;"2015_10";"Jesieñ";16,8986929;51,16504
"23697";64;"";"";"Dworcowa 8  ";"bud.o trzech i wiêcej mieszkaniach";"budowa instalacci gazu dla lokalu";"inst.wewnêtrzna";"2015-11-10";"37251/15";"117/16";"2016-01-12";2015;11;"2015-11-01";46;"2015_11";"Jesieñ";17,0401248;51,1024916
"23698";65;"";"";"Bazyliowa  ";"ruroci¹gi gazu sieci rozdzielczej";"odmowa";"nowe";"2015-11-09";"37015/15";"119/16";"2016-01-12";2015;11;"2015-11-01";47;"2015_11";"Jesieñ";17,0020369;51,174609
"23699";66;"";"";"Królewiecka  ";"linie elektroener.i telekom.rozdzielcz.";"kontenerowa stacja  transformatorowa, linie kablowe œredniego i nn";"nowe";"2015-11-17";"37950/15";"122/16";"2016-01-12";2015;11;"2015-11-01";41;"2015_11";"Jesieñ";16,9304529;51,1488144
"23700";67;"";"";"Oleœnicka  13 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego wraz z monta¿em wewnêtrznej instalacji gazowej i c.o w budynku wielorodzinnej";"przebudowa";"2015-12-14";"41042/15";"123/16";"2016-01-12";2015;12;"2015-12-01";22;"2015_12";"Zima";17,04455;51,120992
"23701";68;"";"";"Kasztanowa Aleja  17 ";"bud.biurowe";"budowa budynku biurowego z niezbedna infrastruktura";"nowe";"2015-11-12";"37319/15";"125/16";"2016-01-12";2015;11;"2015-11-01";44;"2015_11";"Jesieñ";17,017001;51,0840109
"23702";69;"";"";"Szarotkowa 7 ";"bud.mieszkalne jednorodzinne";"rozbudowa i nadbudowa istniej¹cego wolno stoj¹cego budynku jednorodzinnego";"rozbudowa";"2015-10-15";"34178/15";"128/16";"2016-01-12";2015;10;"2015-10-01";64;"2015_10";"Jesieñ";17,106689;51,16473
"23703";70;"";"";"Powstañców Œl¹skich  95 ";"bud.handlowo-uslugowe";"przebudowa czêœci kondygn. piêtra+2 wraz ze zm. sposobu u¿ytkowania z lokali handlowych i pasa¿u handlowego na pom biurowe i konferencyjne w budynku b1";"przebudowa";"2015-11-18";"38084/15";"129/16";"2016-01-12";2015;11;"2015-11-01";40;"2015_11";"Jesieñ";17,0198484;51,0939798
"23704";71;"";"";"Janiszewskiego Zygmunta  16 ";"bud.o trzech i wiêcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2015-11-17";"37807/15";"131/16";"2016-01-12";2015;11;"2015-11-01";41;"2015_11";"Jesieñ";17,0613244;51,1093589
"23705";72;"";"";"Zieliñskiego Tadeusza  51 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego na lokalu us³ugowy";"przebudowa";"2015-10-19";"34617/15";"135/16";"2016-01-13";2015;10;"2015-10-01";63;"2015_10";"Jesieñ";17,0213322;51,0993832
"23706";73;"";"";"Wyspiañskiego Stan.Wyb.  27 ";"zbiorniki,silosy i bud.magazynowe";"remont pomieszczeñ magazynu centralnego w budynku politechniki";"remont";"2015-12-22";"41901/15";"136/16";"2016-01-13";2015;12;"2015-12-01";17;"2015_12";"Zima";17,0385376;51,1078852
"23707";74;"";"";"Rydygiera Ludwika  59 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2015-11-27";"39231/15";"139/16";"2016-01-13";2015;11;"2015-11-01";34;"2015_11";"Jesieñ";17,0323958;51,1217248
"23708";75;"";"";"Œredzka  12 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu w budynku mieszkalnym wielorodzinnym";"inst.wewnêtrzna";"2015-12-15";"41067/15";"140/16";"2016-01-13";2015;12;"2015-12-01";22;"2015_12";"Zima";16,871426;51,145435
"23709";76;"";"";"Œredzka 8 ";"bud.o trzech i wiêcej mieszkaniach";"montaz wewnetrznej instalcji gazu w budynku";"inst.wewnêtrzna";"2015-12-15";"41066/15";"141/16";"2016-01-13";2015;12;"2015-12-01";22;"2015_12";"Zima";16,871976;51,145353
"23710";77;"";"";"Œredzka 26 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu w budynku mieszkalnym wielorodzinnym";"inst.wewnêtrzna";"2015-12-15";"41072/15";"142/16";"2016-01-13";2015;12;"2015-12-01";22;"2015_12";"Zima";16,868064;51,145896
"23711";78;"";"";"Œredzka  37 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu w budynku mieszkalnym wielorodzinnym";"inst.wewnêtrzna";"2015-12-15";"41075/15";"143/16";"2016-01-13";2015;12;"2015-12-01";22;"2015_12";"Zima";16,867493;51,14573
"23712";79;"";"";"Œredzka 16A ";"bud.o trzech i wiêcej mieszkaniach";"montaz wewnetrznej instalacji gazu w budynku mieszkalnym";"inst.wewnêtrzna";"2015-12-15";"41070/15";"144/16";"2016-01-13";2015;12;"2015-12-01";22;"2015_12";"Zima";16,869649;51,1456979
"23713";80;"";"";"Œredzka  30 ";"bud.o trzech i wiêcej mieszkaniach";"montaz wewnetrznej instalacji gazu w budynku";"inst.wewnêtrzna";"2015-12-15";"41074/15";"145/16";"2016-01-13";2015;12;"2015-12-01";22;"2015_12";"Zima";16,867538;51,1459539
"23714";81;"";"";"Tarnogajska  47 ";"bud.o trzech i wiêcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2015-11-19";"38237/15";"146/16";"2016-01-13";2015;11;"2015-11-01";40;"2015_11";"Jesieñ";17,062637;51,079034
"23715";82;"";"";"Œredzka  28 ";"bud.o trzech i wiêcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2015-12-15";"41073/15";"147/16";"2016-01-13";2015;12;"2015-12-01";22;"2015_12";"Zima";16,8677299;51,1459259
"23716";83;"";"";"Œredzka  14 ";"bud.o trzech i wiêcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2015-12-15";"41069/15";"148/16";"2016-01-13";2015;12;"2015-12-01";22;"2015_12";"Zima";16,8710029;51,14548
"23717";84;"";"";"Brodzka 145A ";"bud.mieszkalne jednorodzinne";"zewnetrzna i wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2015-11-27";"39226/15";"149/16";"2016-01-13";2015;11;"2015-11-01";34;"2015_11";"Jesieñ";16,912934;51,173497
"23718";85;"";"";"¯egiestowska  13 ";"bud.o trzech i wiêcej mieszkaniach";"budowa zespo³u budynków mieszkalnych";"nowe";"2015-11-09";"37106/15";"152/16";"2016-01-13";2015;11;"2015-11-01";48;"2015_11";"Jesieñ";17,039254;51,082062
"23719";86;"";"";"Zwyciêska 18C ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokali mieszkalnych w budynku wielorodzinnym";"przebudowa";"2015-12-21";"41876/15";"157/16";"2016-01-13";2015;12;"2015-12-01";18;"2015_12";"Zima";17,012207;51,0577539
"23720";87;"";"";"Kniaziewicza Karola Gen.  27 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej dla lokalu mieszkalnego w budynku wielorodzinnym";"inst.wewnêtrzna";"2015-12-04";"40077/15";"158/16";"2016-01-13";2015;12;"2015-12-01";29;"2015_12";"Zima";17,0437179;51,1012709
"23721";88;"";"";"Jana III Sobieskiego Aleja  ";"ulice i drogi pozosta³e";"budowa parkingu wraz ze zjazdem,drog¹ manewrow¹ i chodnikiem w rej. dworca kolejowego";"nowe";"2015-10-21";"34884/15";"159/16";"2016-01-13";2015;10;"2015-10-01";61;"2015_10";"Jesieñ";17,126856;51,1528408
"23722";89;"";"";"Stawowa 9 ";"bud.o trzech i wiêcej mieszkaniach";"instalacja gazu dla lokalu";"inst.wewnêtrzna";"2015-11-25";"38908/15";"160/16";"2016-01-13";2015;11;"2015-11-01";36;"2015_11";"Jesieñ";17,0342183;51,1012438
"23723";90;"";"";"Jerzmanowska  ";"ruroci¹gi gazu sieci rozdzielczej";"budowa sieci gazowej œc wraz z przy³aczem gazu œredniego napiêcia";"nowe";"2015-11-30";"39334/15";"161/16";"2016-01-13";2015;11;"2015-11-01";33;"2015_11";"Jesieñ";16,8887277;51,12498
"23724";91;"";"";"Komuny Paryskiej  34 ";"bud.o trzech i wiêcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2015-11-19";"38213/15";"162/16";"2016-01-13";2015;11;"2015-11-01";40;"2015_11";"Jesieñ";17,044977;51,1026229
"23725";92;"";"";"Koœciuszki Tadeusza  60 ";"bud.o trzech i wiêcej mieszkaniach";"remont elewacji budynku wielorodzinnego";"remont";"2015-10-29";"35852/15";"164/16";"2016-01-13";2015;10;"2015-10-01";55;"2015_10";"Jesieñ";17,038476;51,1018959
"23726";93;"";"";"Gajowicka 166 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa i zmiana sposobu u¿ytkowania pom.gara¿owego g1 na cele mieszkaniowe w budynku wielorodzinnym";"przebudowa";"2015-10-08";"33443/15";"168/16";"2016-01-14";2015;10;"2015-10-01";71;"2015_10";"Jesieñ";17,0054379;51,086574
"23727";94;"";"";"Boles³awa Chrobrego  28 ";"bud.o trzech i wiêcej mieszkaniach";"budowa wewnêtrznej instalacji gazowej w lokalu us³ugowym";"inst.wewnêtrzna";"2015-12-02";"39678/15";"169/16";"2016-01-14";2015;12;"2015-12-01";32;"2015_12";"Zima";17,034306;51,123044
"23728";95;"";"";"Krzeptowska  22 ";"bud.mieszkalne jednorodzinne";"instalacja gazu ziemnego";"inst.wewnêtrzna";"2015-12-14";"40903/15";"170/16";"2016-01-14";2015;12;"2015-12-01";24;"2015_12";"Zima";16,8526878;51,1170211
"23729";96;"";"";"Powstañców Œl¹skich  48 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu biurowego";"przebudowa";"2015-12-14";"40975/15";"171/16";"2016-01-14";2015;12;"2015-12-01";24;"2015_12";"Zima";17,0247647;51,0961506
"23730";97;"";"";"So³tysowicka  ";"linie elektroener.i telekom.rozdzielcz.";"budowa linii kablowych œn wraz ze z³¹czem kablowym";"nowe";"2015-11-19";"38153/15";"174/16";"2016-01-14";2015;11;"2015-11-01";41;"2015_11";"Jesieñ";17,0758417;51,1495112
"23731";98;"";"";"Magellana Ferdynanda  ";"bud.o trzech i wiêcej mieszkaniach";"budowa zespo³u budynków mieszkalnych wielorodzinnychz uslugami";"nowe";"2015-10-14";"34145/15";"175/16";"2016-01-14";2015;10;"2015-10-01";67;"2015_10";"Jesieñ";17,1216276;51,1116821
"23732";99;"";"";"Zyndrama Z Maszkowic 5/6 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego w budynku wielorodzinnym";"przebudowa";"2015-12-01";"39593/15";"180/16";"2016-01-15";2015;12;"2015-12-01";34;"2015_12";"Zima";17,0272301;51,1154206
"23733";100;"";"";"Wyszyñskiego Stefana Kardyna³a9 18";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego na dwa mieszkania";"przebudowa";"2015-11-13";"37520/15";"181/16";"2016-01-15";2015;11;"2015-11-01";46;"2015_11";"Jesieñ";17,0506451;51,1142002
"23734";101;"";"";"Fabryczna  12 ";"zbiorniki,silosy i bud.magazynowe";"wykonanie nowej bramy w hali";"przebudowa";"2015-11-27";"39145/15";"183/16";"2016-01-15";2015;11;"2015-11-01";36;"2015_11";"Jesieñ";16,9889779;51,1120014
"23735";102;"";"";"Fabryczna  12 ";"bud.przemys³owe";"wymina bram przemys³owych";"remont";"2015-12-08";"40317/15";"184/16";"2016-01-15";2015;12;"2015-12-01";29;"2015_12";"Zima";16,9889779;51,1120014
"23736";103;"";"";"Koœciuszki Tadeusza  58 ";"bud.o trzech i wiêcej mieszkaniach";"remont i przebudowa elewacji i balkonów w budynku";"przebudowa";"2015-11-20";"38431/15";"186/16";"2016-01-15";2015;11;"2015-11-01";41;"2015_11";"Jesieñ";17,0383084;51,1019292
"23737";104;"";"";"Koœciuszki Tadeusza  56 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa elewacji podwórzowej budynku mieszkalnego wielorodzinnego";"przebudowa";"2015-11-20";"38432/15";"187/16";"2016-01-15";2015;11;"2015-11-01";41;"2015_11";"Jesieñ";17,0381093;51,1019714
"23738";105;"";"";"Pasteura Ludwika Wybrze¿e  12 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2015-12-08";"40338/15";"188/16";"2016-01-15";2015;12;"2015-12-01";29;"2015_12";"Zima";17,0701518;51,1129494
"23739";106;"";"";"Dworcowa  16A,B ";"bud.o trzech i wiêcej mieszkaniach";"odmowa";"remont";"2015-10-20";"34826/15";"190/16";"2016-01-15";2015;10;"2015-10-01";64;"2015_10";"Jesieñ";17,0402655;51,101773
"23740";107;"";"";"Partyzantów  15 ";"bud.o trzech i wiêcej mieszkaniach";"remont elewacji z dociepleniem w budynku mieszkalnym wielorodzinnym";"remont";"2015-10-27";"35465/15";"196/16";"2016-01-15";2015;10;"2015-10-01";59;"2015_10";"Jesieñ";17,0958271;51,1088696
"23741";108;"";"";"Graniczna  ";"linie elektroener.i telekom.rozdzielcz.";"budowa stacji kontenerowej";"nowe";"2015-11-25";"38889/15";"198/16";"2016-01-15";2015;11;"2015-11-01";38;"2015_11";"Jesieñ";16,9142661;51,1086735
"23742";109;"";"";"Pr¹dzyñskiego Ignacego Gen.  21 ";"bud.o trzech i wiêcej mieszkaniach";"wewnetrrzna instalacja gazu";"inst.wewnêtrzna";"2015-11-12";"37357/15";"199/16";"2016-01-15";2015;11;"2015-11-01";47;"2015_11";"Jesieñ";17,0503864;51,1005259
"23743";110;"";"";"Rydygiera Ludwika  56 ";"bud.o trzech i wiêcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2015-12-08";"40286/15";"200/16";"2016-01-15";2015;12;"2015-12-01";29;"2015_12";"Zima";17,0319289;51,1215505
"23744";111;"";"";"Trzebnicka  15 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa mieszkania";"przebudowa";"2015-12-29";"42378/15";"201/16";"2016-01-15";2015;12;"2015-12-01";14;"2015_12";"Zima";17,0364109;51,122057
"23745";112;"";"";"Trzebnicka  34/36 ";"bud.o trzech i wiêcej mieszkaniach";"zabudowa loggi";"przebudowa";"2015-11-06";"36864/15";"202/16";"2016-01-15";2015;11;"2015-11-01";51;"2015_11";"Jesieñ";17,0357048;51,1235197
"23746";113;"";"";"Koœciuszki Tadeusza  76A,B ";"bud.o trzech i wiêcej mieszkaniach";"odmowa";"remont";"2015-10-20";"34827/15";"205/16";"2016-01-15";2015;10;"2015-10-01";64;"2015_10";"Jesieñ";17,0405925;51,1015073
